KEY	TYPE	CATEGORY	SECTION	DOMAIN	GRADELEVEL	DETAILS
CCSS.ELA-LITERACY.RI.4.10	standard	English Language Arts Standards: Reading: Informational Text: Grade 4	ela-contentarea-standard	Reading: Informational Text	4	By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 4-5 text complexity band proficiently, with scaffolding as needed at the high end of the range.
CCSS.ELA-LITERACY.RI.5.1	standard	English Language Arts Standards: Reading: Informational Text: Grade 5	ela-contentarea-standard	Reading: Informational Text	5	Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.
CCSS.ELA-LITERACY.RI.5.2	standard	English Language Arts Standards: Reading: Informational Text: Grade 5	ela-contentarea-standard	Reading: Informational Text	5	Determine two or more main ideas of a text and explain how they are supported by key details; summarize the text.
CCSS.ELA-LITERACY.RI.5.3	standard	English Language Arts Standards: Reading: Informational Text: Grade 5	ela-contentarea-standard	Reading: Informational Text	5	Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a historical, scientific, or technical text based on specific information in the text.
CCSS.ELA-LITERACY.RI.5.4	standard	English Language Arts Standards: Reading: Informational Text: Grade 5	ela-contentarea-standard	Reading: Informational Text	5	Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 5 topic or subject area.
CCSS.ELA-LITERACY.RI.5.5	standard	English Language Arts Standards: Reading: Informational Text: Grade 5	ela-contentarea-standard	Reading: Informational Text	5	Compare and contrast the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in two or more texts.
CCSS.ELA-LITERACY.RI.5.6	standard	English Language Arts Standards: Reading: Informational Text: Grade 5	ela-contentarea-standard	Reading: Informational Text	5	Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent.
CCSS.ELA-LITERACY.RI.5.7	standard	English Language Arts Standards: Reading: Informational Text: Grade 5	ela-contentarea-standard	Reading: Informational Text	5	Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently.
CCSS.ELA-LITERACY.RI.5.8	standard	English Language Arts Standards: Reading: Informational Text: Grade 5	ela-contentarea-standard	Reading: Informational Text	5	Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s).
CCSS.ELA-LITERACY.RI.5.9	standard	English Language Arts Standards: Reading: Informational Text: Grade 5	ela-contentarea-standard	Reading: Informational Text	5	Integrate information from several texts on the same topic in order to write or speak about the subject knowledgeably.
CCSS.ELA-LITERACY.RI.5.10	standard	English Language Arts Standards: Reading: Informational Text: Grade 5	ela-contentarea-standard	Reading: Informational Text	5	By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 4-5 text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RI.6.1	standard	English Language Arts Standards: Reading: Informational Text: Grade 6	ela-contentarea-standard	Reading: Informational Text	6	Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
CCSS.ELA-LITERACY.RI.6.2	standard	English Language Arts Standards: Reading: Informational Text: Grade 6	ela-contentarea-standard	Reading: Informational Text	6	Determine a central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.
CCSS.ELA-LITERACY.RI.6.3	standard	English Language Arts Standards: Reading: Informational Text: Grade 6	ela-contentarea-standard	Reading: Informational Text	6	Analyze in detail how a key individual, event, or idea is introduced, illustrated, and elaborated in a text (e.g., through examples or anecdotes).
CCSS.ELA-LITERACY.RI.6.4	standard	English Language Arts Standards: Reading: Informational Text: Grade 6	ela-contentarea-standard	Reading: Informational Text	6	Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings.
CCSS.ELA-LITERACY.RI.6.5	standard	English Language Arts Standards: Reading: Informational Text: Grade 6	ela-contentarea-standard	Reading: Informational Text	6	Analyze how a particular sentence, paragraph, chapter, or section fits into the overall structure of a text and contributes to the development of the ideas.
CCSS.ELA-LITERACY.RI.6.6	standard	English Language Arts Standards: Reading: Informational Text: Grade 6	ela-contentarea-standard	Reading: Informational Text	6	Determine an author's point of view or purpose in a text and explain how it is conveyed in the text.
CCSS.ELA-LITERACY.RI.6.7	standard	English Language Arts Standards: Reading: Informational Text: Grade 6	ela-contentarea-standard	Reading: Informational Text	6	Integrate information presented in different media or formats (e.g., visually, quantitatively) as well as in words to develop a coherent understanding of a topic or issue.
CCSS.ELA-LITERACY.RI.6.8	standard	English Language Arts Standards: Reading: Informational Text: Grade 6	ela-contentarea-standard	Reading: Informational Text	6	Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not.
CCSS.ELA-LITERACY.RI.6.9	standard	English Language Arts Standards: Reading: Informational Text: Grade 6	ela-contentarea-standard	Reading: Informational Text	6	Compare and contrast one author's presentation of events with that of another (e.g., a memoir written by and a biography on the same person).
CCSS.ELA-LITERACY.RI.6.10	standard	English Language Arts Standards: Reading: Informational Text: Grade 6	ela-contentarea-standard	Reading: Informational Text	6	By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.
CCSS.ELA-LITERACY.RI.7.1	standard	English Language Arts Standards: Reading: Informational Text: Grade 7	ela-contentarea-standard	Reading: Informational Text	7	Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
CCSS.ELA-LITERACY.RI.7.2	standard	English Language Arts Standards: Reading: Informational Text: Grade 7	ela-contentarea-standard	Reading: Informational Text	7	Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.
CCSS.ELA-LITERACY.RI.7.3	standard	English Language Arts Standards: Reading: Informational Text: Grade 7	ela-contentarea-standard	Reading: Informational Text	7	Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events).
CCSS.ELA-LITERACY.RI.7.4	standard	English Language Arts Standards: Reading: Informational Text: Grade 7	ela-contentarea-standard	Reading: Informational Text	7	Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone.
CCSS.ELA-LITERACY.RI.7.5	standard	English Language Arts Standards: Reading: Informational Text: Grade 7	ela-contentarea-standard	Reading: Informational Text	7	Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas.
CCSS.ELA-LITERACY.RI.7.6	standard	English Language Arts Standards: Reading: Informational Text: Grade 7	ela-contentarea-standard	Reading: Informational Text	7	Determine an author's point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.
CCSS.ELA-LITERACY.RI.7.7	standard	English Language Arts Standards: Reading: Informational Text: Grade 7	ela-contentarea-standard	Reading: Informational Text	7	Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium's portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words).
CCSS.ELA-LITERACY.RI.7.8	standard	English Language Arts Standards: Reading: Informational Text: Grade 7	ela-contentarea-standard	Reading: Informational Text	7	Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims.
CCSS.ELA-LITERACY.RI.7.9	standard	English Language Arts Standards: Reading: Informational Text: Grade 7	ela-contentarea-standard	Reading: Informational Text	7	Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.
CCSS.ELA-LITERACY.RI.7.10	standard	English Language Arts Standards: Reading: Informational Text: Grade 7	ela-contentarea-standard	Reading: Informational Text	7	By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.
CCSS.ELA-LITERACY.RI.8.1	standard	English Language Arts Standards: Reading: Informational Text: Grade 8	ela-contentarea-standard	Reading: Informational Text	8	Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.
CCSS.ELA-LITERACY.RI.8.2	standard	English Language Arts Standards: Reading: Informational Text: Grade 8	ela-contentarea-standard	Reading: Informational Text	8	Determine a central idea of a text and analyze its development over the course of the text, including its relationship to supporting ideas; provide an objective summary of the text.
CCSS.ELA-LITERACY.RI.8.3	standard	English Language Arts Standards: Reading: Informational Text: Grade 8	ela-contentarea-standard	Reading: Informational Text	8	Analyze how a text makes connections among and distinctions between individuals, ideas, or events (e.g., through comparisons, analogies, or categories).
CCSS.ELA-LITERACY.RI.8.4	standard	English Language Arts Standards: Reading: Informational Text: Grade 8	ela-contentarea-standard	Reading: Informational Text	8	Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.
CCSS.ELA-LITERACY.RI.8.5	standard	English Language Arts Standards: Reading: Informational Text: Grade 8	ela-contentarea-standard	Reading: Informational Text	8	Analyze in detail the structure of a specific paragraph in a text, including the role of particular sentences in developing and refining a key concept.
CCSS.ELA-LITERACY.RI.8.6	standard	English Language Arts Standards: Reading: Informational Text: Grade 8	ela-contentarea-standard	Reading: Informational Text	8	Determine an author's point of view or purpose in a text and analyze how the author acknowledges and responds to conflicting evidence or viewpoints.
CCSS.ELA-LITERACY.RI.8.7	standard	English Language Arts Standards: Reading: Informational Text: Grade 8	ela-contentarea-standard	Reading: Informational Text	8	Evaluate the advantages and disadvantages of using different mediums (e.g., print or digital text, video, multimedia) to present a particular topic or idea.
CCSS.ELA-LITERACY.RI.8.8	standard	English Language Arts Standards: Reading: Informational Text: Grade 8	ela-contentarea-standard	Reading: Informational Text	8	Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced.
CCSS.ELA-LITERACY.RI.8.9	standard	English Language Arts Standards: Reading: Informational Text: Grade 8	ela-contentarea-standard	Reading: Informational Text	8	Analyze a case in which two or more texts provide conflicting information on the same topic and identify where the texts disagree on matters of fact or interpretation.
CCSS.ELA-LITERACY.RI.8.10	standard	English Language Arts Standards: Reading: Informational Text: Grade 8	ela-contentarea-standard	Reading: Informational Text	8	By the end of the year, read and comprehend literary nonfiction at the high end of the grades 6-8 text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RI.9-10.1	standard	English Language Arts Standards: Reading: Informational Text: Grade 9-10	ela-contentarea-standard	Reading: Informational Text	9-10	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
CCSS.ELA-LITERACY.RI.9-10.2	standard	English Language Arts Standards: Reading: Informational Text: Grade 9-10	ela-contentarea-standard	Reading: Informational Text	9-10	Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.
CCSS.ELA-LITERACY.RI.9-10.3	standard	English Language Arts Standards: Reading: Informational Text: Grade 9-10	ela-contentarea-standard	Reading: Informational Text	9-10	Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.
CCSS.ELA-LITERACY.RI.9-10.4	standard	English Language Arts Standards: Reading: Informational Text: Grade 9-10	ela-contentarea-standard	Reading: Informational Text	9-10	Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper).
CCSS.ELA-LITERACY.RI.9-10.5	standard	English Language Arts Standards: Reading: Informational Text: Grade 9-10	ela-contentarea-standard	Reading: Informational Text	9-10	Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter).
CCSS.ELA-LITERACY.RI.9-10.6	standard	English Language Arts Standards: Reading: Informational Text: Grade 9-10	ela-contentarea-standard	Reading: Informational Text	9-10	Determine an author's point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.
CCSS.ELA-LITERACY.RI.9-10.7	standard	English Language Arts Standards: Reading: Informational Text: Grade 9-10	ela-contentarea-standard	Reading: Informational Text	9-10	Analyze various accounts of a subject told in different mediums (e.g., a person's life story in both print and multimedia), determining which details are emphasized in each account.
CCSS.ELA-LITERACY.RI.9-10.8	standard	English Language Arts Standards: Reading: Informational Text: Grade 9-10	ela-contentarea-standard	Reading: Informational Text	9-10	Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning.
CCSS.ELA-LITERACY.RI.9-10.9	standard	English Language Arts Standards: Reading: Informational Text: Grade 9-10	ela-contentarea-standard	Reading: Informational Text	9-10	Analyze seminal U.S. documents of historical and literary significance  (e.g., Washington's Farewell Address, the Gettysburg Address, Roosevelt's Four Freedoms speech, King's `Letter from Birmingham Jail`), including how they address related themes and concepts.
CCSS.ELA-LITERACY.RI.9-10.10	standard	English Language Arts Standards: Reading: Informational Text: Grade 9-10	ela-contentarea-standard	Reading: Informational Text	9-10	By the end of grade 9, read and comprehend literary nonfiction in the grades 9-10 text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 10, read and comprehend literary nonfiction at the high end of the grades 9-10 text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RI.11-12.1	standard	English Language Arts Standards: Reading: Informational Text: Grade 11-12	ela-contentarea-standard	Reading: Informational Text	11-12	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain.
CCSS.ELA-LITERACY.RI.11-12.2	standard	English Language Arts Standards: Reading: Informational Text: Grade 11-12	ela-contentarea-standard	Reading: Informational Text	11-12	Determine two or more central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to provide a complex analysis; provide an objective summary of the text.
CCSS.ELA-LITERACY.RI.11-12.3	standard	English Language Arts Standards: Reading: Informational Text: Grade 11-12	ela-contentarea-standard	Reading: Informational Text	11-12	Analyze a complex set of ideas or sequence of events and explain how specific individuals, ideas, or events interact and develop over the course of the text.
CCSS.ELA-LITERACY.RI.11-12.4	standard	English Language Arts Standards: Reading: Informational Text: Grade 11-12	ela-contentarea-standard	Reading: Informational Text	11-12	Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze how an author uses and refines the meaning of a key term or terms over the course of a text (e.g., how Madison defines faction in Federalist No. 10).
CCSS.ELA-LITERACY.RI.11-12.5	standard	English Language Arts Standards: Reading: Informational Text: Grade 11-12	ela-contentarea-standard	Reading: Informational Text	11-12	Analyze and evaluate the effectiveness of the structure an author uses in his or her exposition or argument, including whether the structure makes points clear, convincing, and engaging.
CCSS.ELA-LITERACY.RI.11-12.6	standard	English Language Arts Standards: Reading: Informational Text: Grade 11-12	ela-contentarea-standard	Reading: Informational Text	11-12	Determine an author's point of view or purpose in a text in which the rhetoric is particularly effective, analyzing how style and content contribute to the power, persuasiveness or beauty of the text.
CCSS.ELA-LITERACY.RI.11-12.7	standard	English Language Arts Standards: Reading: Informational Text: Grade 11-12	ela-contentarea-standard	Reading: Informational Text	11-12	Integrate and evaluate multiple sources of information presented in different media or formats (e.g., visually, quantitatively) as well as in words in order to address a question or solve a problem.
CCSS.ELA-LITERACY.RI.11-12.8	standard	English Language Arts Standards: Reading: Informational Text: Grade 11-12	ela-contentarea-standard	Reading: Informational Text	11-12	Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning (e.g., in U.S. Supreme Court majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses).
CCSS.ELA-LITERACY.RI.11-12.9	standard	English Language Arts Standards: Reading: Informational Text: Grade 11-12	ela-contentarea-standard	Reading: Informational Text	11-12	Analyze seventeenth-, eighteenth-, and nineteenth-century foundational U.S. documents of historical and literary significance (including The Declaration of Independence, the Preamble to the Constitution, the Bill of Rights, and Lincoln's Second Inaugural Address) for their themes, purposes, and rhetorical features.
CCSS.ELA-LITERACY.RI.11-12.10	standard	English Language Arts Standards: Reading: Informational Text: Grade 11-12	ela-contentarea-standard	Reading: Informational Text	11-12	By the end of grade 11, read and comprehend literary nonfiction in the grades 11-CCR text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 12, read and comprehend literary nonfiction at the high end of the grades 11-CCR text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RF.K.1	standard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Demonstrate understanding of the organization and basic features of print.
CCSS.ELA-LITERACY.RF.K.1.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Follow words from left to right, top to bottom, and page by page.
CCSS.ELA-LITERACY.RF.K.1.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Recognize that spoken words are represented in written language by specific sequences of letters.
CCSS.ELA-LITERACY.RF.K.1.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Understand that words are separated by spaces in print.
CCSS.ELA-LITERACY.RF.K.1.D	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Recognize and name all upper- and lowercase letters of the alphabet.
CCSS.ELA-LITERACY.RF.K.2	standard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Demonstrate understanding of spoken words, syllables, and sounds (phonemes).
CCSS.ELA-LITERACY.RF.K.2.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Recognize and produce rhyming words.
CCSS.ELA-LITERACY.RF.K.2.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Count, pronounce, blend, and segment syllables in spoken words.
CCSS.ELA-LITERACY.RF.K.2.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Blend and segment onsets and rimes of single-syllable spoken words.
CCSS.ELA-LITERACY.RF.K.2.D	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Isolate and pronounce the initial, medial vowel, and final sounds (phonemes) in three-phoneme (consonant-vowel-consonant, or CVC) words.1 (This does not include CVCs ending with /l/, /r/, or /x/.)
CCSS.ELA-LITERACY.RF.K.2.E	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Add or substitute individual sounds (phonemes) in simple, one-syllable words to make new words.
CCSS.ELA-LITERACY.RF.K.3	standard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Know and apply grade-level phonics and word analysis skills in decoding words.
CCSS.ELA-LITERACY.RF.K.3.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Demonstrate basic knowledge of one-to-one letter-sound correspondences by producing the primary sound or many of the most frequent sounds for each consonant.
CCSS.ELA-LITERACY.RF.K.3.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Associate the long and short sounds with the common spellings (graphemes) for the five major vowels.
CCSS.ELA-LITERACY.RF.K.3.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Read common high-frequency words by sight (e.g., the, of, to, you, she, my, is, are, do, does).
CCSS.ELA-LITERACY.RF.K.3.D	substandard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Distinguish between similarly spelled words by identifying the sounds of the letters that differ.
CCSS.ELA-LITERACY.RF.K.4	standard	English Language Arts Standards: Reading: Foundational Skills: Kindergarten	ela-contentarea-standard	Reading: Foundational Skills	K	Read emergent-reader texts with purpose and understanding.
CCSS.ELA-LITERACY.RF.1.1	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Demonstrate understanding of the organization and basic features of print.
CCSS.ELA-LITERACY.RF.1.1.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Recognize the distinguishing features of a sentence (e.g., first word, capitalization, ending punctuation).
CCSS.ELA-LITERACY.RF.1.2	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Demonstrate understanding of spoken words, syllables, and sounds (phonemes).
CCSS.ELA-LITERACY.RF.1.2.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Distinguish long from short vowel sounds in spoken single-syllable words.
CCSS.ELA-LITERACY.RF.1.2.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Orally produce single-syllable words by blending sounds (phonemes), including consonant blends.
CCSS.ELA-LITERACY.RF.1.2.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Isolate and pronounce initial, medial vowel, and final sounds (phonemes) in spoken single-syllable words.
CCSS.ELA-LITERACY.RF.1.2.D	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Segment spoken single-syllable words into their complete sequence of individual sounds (phonemes).
CCSS.ELA-LITERACY.RF.1.3	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Know and apply grade-level phonics and word analysis skills in decoding words.
CCSS.ELA-LITERACY.RF.1.3.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Know the spelling-sound correspondences for common consonant digraphs.
CCSS.ELA-LITERACY.RF.1.3.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Decode regularly spelled one-syllable words.
CCSS.ELA-LITERACY.RF.1.3.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Know final -e and common vowel team conventions for representing long vowel sounds.
CCSS.ELA-LITERACY.RF.1.3.D	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word.
CCSS.ELA-LITERACY.RF.1.3.E	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Decode two-syllable words following basic patterns by breaking the words into syllables.
CCSS.ELA-LITERACY.RF.1.3.F	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Read words with inflectional endings.
CCSS.ELA-LITERACY.RF.1.3.G	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Recognize and read grade-appropriate irregularly spelled words.
CCSS.ELA-LITERACY.RF.1.4	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Read with sufficient accuracy and fluency to support comprehension.
CCSS.ELA-LITERACY.RF.1.4.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Read grade-level text with purpose and understanding.
CCSS.ELA-LITERACY.RF.1.4.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Read grade-level text orally with accuracy, appropriate rate, and expression on successive readings.
CCSS.ELA-LITERACY.RF.1.4.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 1	ela-contentarea-standard	Reading: Foundational Skills	1	Use context to confirm or self-correct word recognition and understanding, rereading as necessary.
CCSS.ELA-LITERACY.RF.2.3	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Know and apply grade-level phonics and word analysis skills in decoding words.
CCSS.ELA-LITERACY.RF.2.3.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Distinguish long and short vowels when reading regularly spelled one-syllable words.
CCSS.ELA-LITERACY.RF.2.3.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Know spelling-sound correspondences for additional common vowel teams.
CCSS.ELA-LITERACY.RF.2.3.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Decode regularly spelled two-syllable words with long vowels.
CCSS.ELA-LITERACY.RF.2.3.D	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Decode words with common prefixes and suffixes.
CCSS.ELA-LITERACY.RF.2.3.E	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Identify words with inconsistent but common spelling-sound correspondences.
CCSS.ELA-LITERACY.RF.2.3.F	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Recognize and read grade-appropriate irregularly spelled words.
CCSS.ELA-LITERACY.RF.2.4	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Read with sufficient accuracy and fluency to support comprehension.
CCSS.ELA-LITERACY.RF.2.4.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Read grade-level text with purpose and understanding.
CCSS.ELA-LITERACY.RF.2.4.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Read grade-level text orally with accuracy, appropriate rate, and expression on successive readings.
CCSS.ELA-LITERACY.RF.2.4.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 2	ela-contentarea-standard	Reading: Foundational Skills	2	Use context to confirm or self-correct word recognition and understanding, rereading as necessary.
CCSS.ELA-LITERACY.RF.3.3	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 3	ela-contentarea-standard	Reading: Foundational Skills	3	Know and apply grade-level phonics and word analysis skills in decoding words.
CCSS.ELA-LITERACY.RF.3.3.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 3	ela-contentarea-standard	Reading: Foundational Skills	3	Identify and know the meaning of the most common prefixes and derivational suffixes.
CCSS.ELA-LITERACY.RF.3.3.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 3	ela-contentarea-standard	Reading: Foundational Skills	3	Decode words with common Latin suffixes.
CCSS.ELA-LITERACY.RF.3.3.C	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 3	ela-contentarea-standard	Reading: Foundational Skills	3	Decode multisyllable words.
CCSS.ELA-LITERACY.RF.3.3.D	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 3	ela-contentarea-standard	Reading: Foundational Skills	3	Read grade-appropriate irregularly spelled words.
CCSS.ELA-LITERACY.RF.3.4	standard	English Language Arts Standards: Reading: Foundational Skills: Grade 3	ela-contentarea-standard	Reading: Foundational Skills	3	Read with sufficient accuracy and fluency to support comprehension.
CCSS.ELA-LITERACY.RF.3.4.A	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 3	ela-contentarea-standard	Reading: Foundational Skills	3	Read grade-level text with purpose and understanding.
CCSS.ELA-LITERACY.RF.3.4.B	substandard	English Language Arts Standards: Reading: Foundational Skills: Grade 3	ela-contentarea-standard	Reading: Foundational Skills	3	Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.
