ID	KEY	TYPE	CATEGORY	SECTION	DOMAIN	GRADELEVEL	DETAILS
580	CCSS.ELA-LITERACY.SL.1.5	standard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings.
581	CCSS.ELA-LITERACY.SL.1.6	standard	English Language Arts Standards: Speaking and Listening: Grade 1	ela-contentarea-standard	Speaking and Listening	1	Produce complete sentences when appropriate to task and situation. (See grade 1 Language standards 1 and 3 here for specific expectations.)
582	CCSS.ELA-LITERACY.SL.2.1	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.
583	CCSS.ELA-LITERACY.SL.2.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).
584	CCSS.ELA-LITERACY.SL.2.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Build on others' talk in conversations by linking their comments to the remarks of others.
585	CCSS.ELA-LITERACY.SL.2.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Ask for clarification and further explanation as needed about the topics and texts under discussion.
586	CCSS.ELA-LITERACY.SL.2.2	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.
587	CCSS.ELA-LITERACY.SL.2.3	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue.
588	CCSS.ELA-LITERACY.SL.2.4	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences.
589	CCSS.ELA-LITERACY.SL.2.5	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings.
590	CCSS.ELA-LITERACY.SL.2.6	standard	English Language Arts Standards: Speaking and Listening: Grade 2	ela-contentarea-standard	Speaking and Listening	2	Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 2 Language standards 1 and 3 here for specific expectations.)
591	CCSS.ELA-LITERACY.SL.3.1	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 3 topics and texts, building on others' ideas and expressing their own clearly.
592	CCSS.ELA-LITERACY.SL.3.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.
593	CCSS.ELA-LITERACY.SL.3.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).
594	CCSS.ELA-LITERACY.SL.3.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Ask questions to check understanding of information presented, stay on topic, and link their comments to the remarks of others.
595	CCSS.ELA-LITERACY.SL.3.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Explain their own ideas and understanding in light of the discussion.
596	CCSS.ELA-LITERACY.SL.3.2	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Determine the main ideas and supporting details of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.
597	CCSS.ELA-LITERACY.SL.3.3	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Ask and answer questions about information from a speaker, offering appropriate elaboration and detail.
598	CCSS.ELA-LITERACY.SL.3.4	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Report on a topic or text, tell a story, or recount an experience with appropriate facts and relevant, descriptive details, speaking clearly at an understandable pace.
599	CCSS.ELA-LITERACY.SL.3.5	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details.
600	CCSS.ELA-LITERACY.SL.3.6	standard	English Language Arts Standards: Speaking and Listening: Grade 3	ela-contentarea-standard	Speaking and Listening	3	Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 3 Language standards 1 and 3 here for specific expectations.)
601	CCSS.ELA-LITERACY.SL.4.1	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 4 topics and texts, building on others' ideas and expressing their own clearly.
602	CCSS.ELA-LITERACY.SL.4.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.
603	CCSS.ELA-LITERACY.SL.4.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Follow agreed-upon rules for discussions and carry out assigned roles.
604	CCSS.ELA-LITERACY.SL.4.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Pose and respond to specific questions to clarify or follow up on information, and make comments that contribute to the discussion and link to the remarks of others.
605	CCSS.ELA-LITERACY.SL.4.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Review the key ideas expressed and explain their own ideas and understanding in light of the discussion.
606	CCSS.ELA-LITERACY.SL.4.2	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Paraphrase portions of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.
607	CCSS.ELA-LITERACY.SL.4.3	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Identify the reasons and evidence a speaker provides to support particular points.
608	CCSS.ELA-LITERACY.SL.4.4	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Report on a topic or text, tell a story, or recount an experience in an organized manner, using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.
609	CCSS.ELA-LITERACY.SL.4.5	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Add audio recordings and visual displays to presentations when appropriate to enhance the development of main ideas or themes.
610	CCSS.ELA-LITERACY.SL.4.6	standard	English Language Arts Standards: Speaking and Listening: Grade 4	ela-contentarea-standard	Speaking and Listening	4	Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion); use formal English when appropriate to task and situation. (See grade 4 Language standards 1 here for specific expectations.)
611	CCSS.ELA-LITERACY.SL.5.1	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 5 topics and texts, building on others' ideas and expressing their own clearly.
612	CCSS.ELA-LITERACY.SL.5.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.
613	CCSS.ELA-LITERACY.SL.5.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Follow agreed-upon rules for discussions and carry out assigned roles.
614	CCSS.ELA-LITERACY.SL.5.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Pose and respond to specific questions by making comments that contribute to the discussion and elaborate on the remarks of others.
615	CCSS.ELA-LITERACY.SL.5.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Review the key ideas expressed and draw conclusions in light of information and knowledge gained from the discussions.
616	CCSS.ELA-LITERACY.SL.5.2	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Summarize a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.
617	CCSS.ELA-LITERACY.SL.5.3	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Summarize the points a speaker makes and explain how each claim is supported by reasons and evidence.
618	CCSS.ELA-LITERACY.SL.5.4	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Report on a topic or text or present an opinion, sequencing ideas logically and using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.
619	CCSS.ELA-LITERACY.SL.5.5	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Include multimedia components (e.g., graphics, sound) and visual displays in presentations when appropriate to enhance the development of main ideas or themes.
620	CCSS.ELA-LITERACY.SL.5.6	standard	English Language Arts Standards: Speaking and Listening: Grade 5	ela-contentarea-standard	Speaking and Listening	5	Adapt speech to a variety of contexts and tasks, using formal English when appropriate to task and situation. (See grade 5 Language standards 1 and 3 here for specific expectations.)
621	CCSS.ELA-LITERACY.SL.6.1	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 6 topics, texts, and issues, building on others' ideas and expressing their own clearly.
622	CCSS.ELA-LITERACY.SL.6.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Come to discussions prepared, having read or studied required material; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.
623	CCSS.ELA-LITERACY.SL.6.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Follow rules for collegial discussions, set specific goals and deadlines, and define individual roles as needed.
624	CCSS.ELA-LITERACY.SL.6.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Pose and respond to specific questions with elaboration and detail by making comments that contribute to the topic, text, or issue under discussion.
625	CCSS.ELA-LITERACY.SL.6.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Review the key ideas expressed and demonstrate understanding of multiple perspectives through reflection and paraphrasing.
626	CCSS.ELA-LITERACY.SL.6.2	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Interpret information presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how it contributes to a topic, text, or issue under study.
627	CCSS.ELA-LITERACY.SL.6.3	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Delineate a speaker's argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not.
628	CCSS.ELA-LITERACY.SL.6.4	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Present claims and findings, sequencing ideas logically and using pertinent descriptions, facts, and details to accentuate main ideas or themes; use appropriate eye contact, adequate volume, and clear pronunciation.
629	CCSS.ELA-LITERACY.SL.6.5	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Include multimedia components (e.g., graphics, images, music, sound) and visual displays in presentations to clarify information.
630	CCSS.ELA-LITERACY.SL.6.6	standard	English Language Arts Standards: Speaking and Listening: Grade 6	ela-contentarea-standard	Speaking and Listening	6	Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 6 Language standards 1 and 3 for specific expectations.)
631	CCSS.ELA-LITERACY.SL.7.1	standard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others' ideas and expressing their own clearly.
632	CCSS.ELA-LITERACY.SL.7.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.
633	CCSS.ELA-LITERACY.SL.7.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed.
634	CCSS.ELA-LITERACY.SL.7.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Pose questions that elicit elaboration and respond to others' questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.
635	CCSS.ELA-LITERACY.SL.7.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Acknowledge new information expressed by others and, when warranted, modify their own views.
636	CCSS.ELA-LITERACY.SL.7.2	standard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study.
637	CCSS.ELA-LITERACY.SL.7.3	standard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Delineate a speaker's argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence.
638	CCSS.ELA-LITERACY.SL.7.4	standard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation.
639	CCSS.ELA-LITERACY.SL.7.5	standard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.
640	CCSS.ELA-LITERACY.SL.7.6	standard	English Language Arts Standards: Speaking and Listening: Grade 7	ela-contentarea-standard	Speaking and Listening	7	Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 7 Language standards 1 and 3 here for specific expectations.)
641	CCSS.ELA-LITERACY.SL.8.1	standard	English Language Arts Standards: Speaking and Listening: Grade 8	ela-contentarea-standard	Speaking and Listening	8	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others' ideas and expressing their own clearly.
642	CCSS.ELA-LITERACY.SL.8.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 8	ela-contentarea-standard	Speaking and Listening	8	Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.
643	CCSS.ELA-LITERACY.SL.8.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 8	ela-contentarea-standard	Speaking and Listening	8	Follow rules for collegial discussions and decision-making, track progress toward specific goals and deadlines, and define individual roles as needed.
644	CCSS.ELA-LITERACY.SL.8.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 8	ela-contentarea-standard	Speaking and Listening	8	Pose questions that connect the ideas of several speakers and respond to others' questions and comments with relevant evidence, observations, and ideas.
645	CCSS.ELA-LITERACY.SL.8.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 8	ela-contentarea-standard	Speaking and Listening	8	Acknowledge new information expressed by others, and, when warranted, qualify or justify their own views in light of the evidence presented.
646	CCSS.ELA-LITERACY.SL.8.2	standard	English Language Arts Standards: Speaking and Listening: Grade 8	ela-contentarea-standard	Speaking and Listening	8	Analyze the purpose of information presented in diverse media and formats (e.g., visually, quantitatively, orally) and evaluate the motives (e.g., social, commercial, political) behind its presentation.
647	CCSS.ELA-LITERACY.SL.8.3	standard	English Language Arts Standards: Speaking and Listening: Grade 8	ela-contentarea-standard	Speaking and Listening	8	Delineate a speaker's argument and specific claims, evaluating the soundness of the reasoning and relevance and sufficiency of the evidence and identifying when irrelevant evidence is introduced.
648	CCSS.ELA-LITERACY.SL.8.4	standard	English Language Arts Standards: Speaking and Listening: Grade 8	ela-contentarea-standard	Speaking and Listening	8	Present claims and findings, emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation.
649	CCSS.ELA-LITERACY.SL.8.5	standard	English Language Arts Standards: Speaking and Listening: Grade 8	ela-contentarea-standard	Speaking and Listening	8	Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest.
650	CCSS.ELA-LITERACY.SL.8.6	standard	English Language Arts Standards: Speaking and Listening: Grade 8	ela-contentarea-standard	Speaking and Listening	8	Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 8 Language standards 1 and 3 here for specific expectations.)
651	CCSS.ELA-LITERACY.SL.9-10.1	standard	English Language Arts Standards: Speaking and Listening: Grade 9-10	ela-contentarea-standard	Speaking and Listening	9-10	Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 9-10 topics, texts, and issues, building on others' ideas and expressing their own clearly and persuasively.
652	CCSS.ELA-LITERACY.SL.9-10.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 9-10	ela-contentarea-standard	Speaking and Listening	9-10	Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas.
653	CCSS.ELA-LITERACY.SL.9-10.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 9-10	ela-contentarea-standard	Speaking and Listening	9-10	Work with peers to set rules for collegial discussions and decision-making (e.g., informal consensus, taking votes on key issues, presentation of alternate views), clear goals and deadlines, and individual roles as needed.
654	CCSS.ELA-LITERACY.SL.9-10.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 9-10	ela-contentarea-standard	Speaking and Listening	9-10	Propel conversations by posing and responding to questions that relate the current discussion to broader themes or larger ideas; actively incorporate others into the discussion; and clarify, verify, or challenge ideas and conclusions.
655	CCSS.ELA-LITERACY.SL.9-10.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 9-10	ela-contentarea-standard	Speaking and Listening	9-10	Respond thoughtfully to diverse perspectives, summarize points of agreement and disagreement, and, when warranted, qualify or justify their own views and understanding and make new connections in light of the evidence and reasoning presented.
656	CCSS.ELA-LITERACY.SL.9-10.2	standard	English Language Arts Standards: Speaking and Listening: Grade 9-10	ela-contentarea-standard	Speaking and Listening	9-10	Integrate multiple sources of information presented in diverse media or formats (e.g., visually, quantitatively, orally) evaluating the credibility and accuracy of each source.
657	CCSS.ELA-LITERACY.SL.9-10.3	standard	English Language Arts Standards: Speaking and Listening: Grade 9-10	ela-contentarea-standard	Speaking and Listening	9-10	Evaluate a speaker's point of view, reasoning, and use of evidence and rhetoric, identifying any fallacious reasoning or exaggerated or distorted evidence.
658	CCSS.ELA-LITERACY.SL.9-10.4	standard	English Language Arts Standards: Speaking and Listening: Grade 9-10	ela-contentarea-standard	Speaking and Listening	9-10	Present information, findings, and supporting evidence clearly, concisely, and logically such that listeners can follow the line of reasoning and the organization, development, substance, and style are appropriate to purpose, audience, and task.
659	CCSS.ELA-LITERACY.SL.9-10.5	standard	English Language Arts Standards: Speaking and Listening: Grade 9-10	ela-contentarea-standard	Speaking and Listening	9-10	Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest.
660	CCSS.ELA-LITERACY.SL.9-10.6	standard	English Language Arts Standards: Speaking and Listening: Grade 9-10	ela-contentarea-standard	Speaking and Listening	9-10	Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grades 9-10 Language standards 1 and 3 here for specific expectations.)
661	CCSS.ELA-LITERACY.SL.11-12.1	standard	English Language Arts Standards: Speaking and Listening: Grade 11-12	ela-contentarea-standard	Speaking and Listening	11-12	Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 11-12 topics, texts, and issues, building on others' ideas and expressing their own clearly and persuasively.
662	CCSS.ELA-LITERACY.SL.11-12.1.A	substandard	English Language Arts Standards: Speaking and Listening: Grade 11-12	ela-contentarea-standard	Speaking and Listening	11-12	Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas.
663	CCSS.ELA-LITERACY.SL.11-12.1.B	substandard	English Language Arts Standards: Speaking and Listening: Grade 11-12	ela-contentarea-standard	Speaking and Listening	11-12	Work with peers to promote civil, democratic discussions and decision-making, set clear goals and deadlines, and establish individual roles as needed.
664	CCSS.ELA-LITERACY.SL.11-12.1.C	substandard	English Language Arts Standards: Speaking and Listening: Grade 11-12	ela-contentarea-standard	Speaking and Listening	11-12	Propel conversations by posing and responding to questions that probe reasoning and evidence; ensure a hearing for a full range of positions on a topic or issue; clarify, verify, or challenge ideas and conclusions; and promote divergent and creative perspectives.
665	CCSS.ELA-LITERACY.SL.11-12.1.D	substandard	English Language Arts Standards: Speaking and Listening: Grade 11-12	ela-contentarea-standard	Speaking and Listening	11-12	Respond thoughtfully to diverse perspectives; synthesize comments, claims, and evidence made on all sides of an issue; resolve contradictions when possible; and determine what additional information or research is required to deepen the investigation or complete the task.
666	CCSS.ELA-LITERACY.SL.11-12.2	standard	English Language Arts Standards: Speaking and Listening: Grade 11-12	ela-contentarea-standard	Speaking and Listening	11-12	Integrate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, orally) in order to make informed decisions and solve problems, evaluating the credibility and accuracy of each source and noting any discrepancies among the data.
667	CCSS.ELA-LITERACY.SL.11-12.3	standard	English Language Arts Standards: Speaking and Listening: Grade 11-12	ela-contentarea-standard	Speaking and Listening	11-12	Evaluate a speaker's point of view, reasoning, and use of evidence and rhetoric, assessing the stance, premises, links among ideas, word choice, points of emphasis, and tone used.
668	CCSS.ELA-LITERACY.SL.11-12.4	standard	English Language Arts Standards: Speaking and Listening: Grade 11-12	ela-contentarea-standard	Speaking and Listening	11-12	Present information, findings, and supporting evidence, conveying a clear and distinct perspective, such that listeners can follow the line of reasoning, alternative or opposing perspectives are addressed, and the organization, development, substance, and style are appropriate to purpose, audience, and a range of formal and informal tasks.
669	CCSS.ELA-LITERACY.SL.11-12.5	standard	English Language Arts Standards: Speaking and Listening: Grade 11-12	ela-contentarea-standard	Speaking and Listening	11-12	Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest.
670	CCSS.ELA-LITERACY.SL.11-12.6	standard	English Language Arts Standards: Speaking and Listening: Grade 11-12	ela-contentarea-standard	Speaking and Listening	11-12	Adapt speech to a variety of contexts and tasks, demonstrating a command of formal English when indicated or appropriate. (See grades 11-12 Language standards 1 and 3 here for specific expectations.)
671	CCSS.ELA-LITERACY.L.K.1	standard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
672	CCSS.ELA-LITERACY.L.K.1.A	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Print many upper- and lowercase letters.
673	CCSS.ELA-LITERACY.L.K.1.B	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Use frequently occurring nouns and verbs.
674	CCSS.ELA-LITERACY.L.K.1.C	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Form regular plural nouns orally by adding /s/ or /es/ (e.g., dog, dogs; wish, wishes).
675	CCSS.ELA-LITERACY.L.K.1.D	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Understand and use question words (interrogatives) (e.g., who, what, where, when, why, how).
676	CCSS.ELA-LITERACY.L.K.1.E	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Use the most frequently occurring prepositions (e.g., to, from, in, out, on, off, for, of, by, with).
677	CCSS.ELA-LITERACY.L.K.1.F	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Produce and expand complete sentences in shared language activities.
678	CCSS.ELA-LITERACY.L.K.2	standard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
679	CCSS.ELA-LITERACY.L.K.2.A	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Capitalize the first word in a sentence and the pronoun I
680	CCSS.ELA-LITERACY.L.K.2.B	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Recognize and name end punctuation.
681	CCSS.ELA-LITERACY.L.K.2.C	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Write a letter or letters for most consonant and short-vowel sounds (phonemes).
682	CCSS.ELA-LITERACY.L.K.2.D	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Spell simple words phonetically, drawing on knowledge of sound-letter relationships.
683	CCSS.ELA-LITERACY.L.K.3	standard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	(L.K.3 begins in grade 2)
684	CCSS.ELA-LITERACY.L.K.4	standard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on kindergarten reading and content.
685	CCSS.ELA-LITERACY.L.K.4.A	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Identify new meanings for familiar words and apply them accurately (e.g., knowing duck is a bird and learning the verb to duck).
686	CCSS.ELA-LITERACY.L.K.4.B	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Use the most frequently occurring inflections and affixes (e.g., -ed, -s, re-, un-, pre-, -ful, -less) as a clue to the meaning of an unknown word.
687	CCSS.ELA-LITERACY.L.K.5	standard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	With guidance and support from adults, explore word relationships and nuances in word meanings.
688	CCSS.ELA-LITERACY.L.K.5.A	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Sort common objects into categories (e.g., shapes, foods) to gain a sense of the concepts the categories represent.
689	CCSS.ELA-LITERACY.L.K.5.B	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Demonstrate understanding of frequently occurring verbs and adjectives by relating them to their opposites (antonyms).
690	CCSS.ELA-LITERACY.L.K.5.C	substandard	English Language Arts Standards: Language: Kindergarten	ela-contentarea-standard	Language	K	Identify real-life connections between words and their use (e.g., note places at school that are colorful).
